thread_key,target_name,target_status,target_match_kind,target_match_basis,target_candidate_content_count,target_image_id,target_source_ephysFN,target_source_relpath,target_asset,target_asset_sha256
Beto-25022022-007#thread000,Frigatebird-sq,resolved,normalized exact,validated repeat-source session,1,1a8c9394828467de7ce7c100,Beto-25022022-002,2020-CosineEvol/2022-02-25-Beto-refRepr/Frigatebird-sq.jpg,/targets/1a8c9394828467de7ce7c100.webp,f7804d8f3e18b7c92c3b969e2d5513dbebcb3ffe7b593a8cf8e437c4abfd6d22
Beto-28022022-003#thread000,gabor_ori_120_freq_0.50,resolved,normalized exact,validated repeat-source session,1,9da94941ffc5ae7c5f5e0445,Beto-28022022-002,2020-CosineEvol/2022-02-28-Beto-refRepr/gabor_ori_120_freq_0.50.jpg,/targets/9da94941ffc5ae7c5f5e0445.webp,bc7236be3be2efac885a3b4502e70409a82b6718a5b49d457b21881cfce4429d
Beto-28022022-004#thread000,monkeys_13,resolved,normalized exact,validated repeat-source session,1,74fb890db5a5155ea48732df,Beto-28022022-002,2020-CosineEvol/2022-02-28-Beto-refRepr/monkeys_13.jpg,/targets/74fb890db5a5155ea48732df.webp,f7885a54e65bd4bfbc6cf23ae10bc48273a03f3c874aaf03b28821909fbe6dd8
Beto-28022022-005#thread000,Tree-pareidolia-1024x1544,resolved,normalized exact,validated repeat-source session,1,9ed7990b8aa8f9f0e65bdd46,Beto-28022022-002,2020-CosineEvol/2022-02-28-Beto-refRepr/Tree-pareidolia-1024x1544.jpg,/targets/9ed7990b8aa8f9f0e65bdd46.webp,6dc7b5f5f623c5fe4dbf5e36646cf56d4dd4013179a895bd117787994c1e6b8c
Beto-28022022-008#thread000,block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field,resolved,normalized exact,validated repeat-source session,1,f36189325b559e41e56f62ca,Beto-28022022-002,2020-CosineEvol/2022-02-28-Beto-refRepr/block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field.jpg,/targets/f36189325b559e41e56f62ca.webp,3be60619e5d1ba7a1d6ba1ff0949a6c8b484a2cfdcb01384310c3597637a21bd
Beto-02032022-003#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,1192a27a7ef33baf50c01dae,Beto-02032022-002,2020-CosineEvol/2022-03-02-Beto-refRepr/Grapes_sq.jpg,/targets/1192a27a7ef33baf50c01dae.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-02032022-004#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,1192a27a7ef33baf50c01dae,Beto-02032022-002,2020-CosineEvol/2022-03-02-Beto-refRepr/Grapes_sq.jpg,/targets/1192a27a7ef33baf50c01dae.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-02032022-005#thread000,animals_5_,resolved,normalized exact,validated repeat-source session,1,578be7d3f0574f66cf2e8f7e,Beto-02032022-002,2020-CosineEvol/2022-03-02-Beto-refRepr/animals_5_.jpg,/targets/578be7d3f0574f66cf2e8f7e.webp,06384473fc98311ef81e998ac74dfef537cba355e6f48735008f97a68dc2fee3
Beto-02032022-006#thread000,animals_5_,resolved,normalized exact,validated repeat-source session,1,578be7d3f0574f66cf2e8f7e,Beto-02032022-002,2020-CosineEvol/2022-03-02-Beto-refRepr/animals_5_.jpg,/targets/578be7d3f0574f66cf2e8f7e.webp,06384473fc98311ef81e998ac74dfef537cba355e6f48735008f97a68dc2fee3
Beto-07032022-003#thread000,Cat_and_Kitten,resolved,normalized exact,validated repeat-source session,1,2214fdad8f2e7465200c0cde,Beto-07032022-002,2020-CosineEvol/2022-03-07-Beto-refRepr/Cat_and_Kitten.jpg,/targets/2214fdad8f2e7465200c0cde.webp,53747dd1951b286202ce29ba48fd652c49de7863cd925defb408c4d6939c0093
Beto-07032022-004#thread000,Cat_and_Kitten,resolved,normalized exact,validated repeat-source session,1,2214fdad8f2e7465200c0cde,Beto-07032022-002,2020-CosineEvol/2022-03-07-Beto-refRepr/Cat_and_Kitten.jpg,/targets/2214fdad8f2e7465200c0cde.webp,53747dd1951b286202ce29ba48fd652c49de7863cd925defb408c4d6939c0093
Beto-07032022-005#thread000,Cat_and_Kitten,resolved,normalized exact,validated repeat-source session,1,2214fdad8f2e7465200c0cde,Beto-07032022-002,2020-CosineEvol/2022-03-07-Beto-refRepr/Cat_and_Kitten.jpg,/targets/2214fdad8f2e7465200c0cde.webp,53747dd1951b286202ce29ba48fd652c49de7863cd925defb408c4d6939c0093
Beto-07032022-006#thread000,Cat_and_Kitten,resolved,normalized exact,validated repeat-source session,1,2214fdad8f2e7465200c0cde,Beto-07032022-002,2020-CosineEvol/2022-03-07-Beto-refRepr/Cat_and_Kitten.jpg,/targets/2214fdad8f2e7465200c0cde.webp,53747dd1951b286202ce29ba48fd652c49de7863cd925defb408c4d6939c0093
Beto-07032022-007#thread000,Cat_and_Kitten,resolved,normalized exact,validated repeat-source session,1,2214fdad8f2e7465200c0cde,Beto-07032022-002,2020-CosineEvol/2022-03-07-Beto-refRepr/Cat_and_Kitten.jpg,/targets/2214fdad8f2e7465200c0cde.webp,53747dd1951b286202ce29ba48fd652c49de7863cd925defb408c4d6939c0093
Beto-09032022-003#thread000,Blue-GrayGnatcatcher_sq,resolved,normalized exact,validated repeat-source session,1,b6f2fdfab7fa13ee89dbfffa,Beto-09032022-002,2020-CosineEvol/2022-03-09-Beto-refRepr/Blue-GrayGnatcatcher_sq.jpg,/targets/b6f2fdfab7fa13ee89dbfffa.webp,8cf41e1522a2c4454c462c110456efd34568a4fe15c9d5620859333bd51e7261
Beto-09032022-004#thread000,Blue-GrayGnatcatcher_sq,resolved,normalized exact,validated repeat-source session,1,b6f2fdfab7fa13ee89dbfffa,Beto-09032022-002,2020-CosineEvol/2022-03-09-Beto-refRepr/Blue-GrayGnatcatcher_sq.jpg,/targets/b6f2fdfab7fa13ee89dbfffa.webp,8cf41e1522a2c4454c462c110456efd34568a4fe15c9d5620859333bd51e7261
Beto-09032022-005#thread000,animals_12_,resolved,normalized exact,validated repeat-source session,1,083d0b0ee1e70c86314abce9,Beto-09032022-002,2020-CosineEvol/2022-03-09-Beto-refRepr/animals_12_.jpg,/targets/083d0b0ee1e70c86314abce9.webp,eb92f162aca32e6b1ee0463cd655c2cda3b6fcfe8a7cc4d8e078a6f444b6b8b8
Beto-09032022-006#thread000,animals_12_,resolved,normalized exact,validated repeat-source session,1,083d0b0ee1e70c86314abce9,Beto-09032022-002,2020-CosineEvol/2022-03-09-Beto-refRepr/animals_12_.jpg,/targets/083d0b0ee1e70c86314abce9.webp,eb92f162aca32e6b1ee0463cd655c2cda3b6fcfe8a7cc4d8e078a6f444b6b8b8
Beto-09032022-007#thread000,dogYawn (10),resolved,normalized exact,validated repeat-source session,1,470e6cf9bbc1566faf6e2096,Beto-09032022-002,2020-CosineEvol/2022-03-09-Beto-refRepr/dogYawn (10).jpg,/targets/470e6cf9bbc1566faf6e2096.webp,5f5f126713effdafe51ee3e1669b96ca9f5eec045bafdcf78f59606677e0fa10
Beto-11032022-003#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,9f98466d499e069009df7e31,Beto-11032022-002,2020-CosineEvol/2022-03-11-Beto-refRepr/Grapes_sq.jpg,/targets/9f98466d499e069009df7e31.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-11032022-004#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,9f98466d499e069009df7e31,Beto-11032022-002,2020-CosineEvol/2022-03-11-Beto-refRepr/Grapes_sq.jpg,/targets/9f98466d499e069009df7e31.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-11032022-005#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,9f98466d499e069009df7e31,Beto-11032022-002,2020-CosineEvol/2022-03-11-Beto-refRepr/Grapes_sq.jpg,/targets/9f98466d499e069009df7e31.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-11032022-006#thread000,block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field,resolved,normalized exact,validated repeat-source session,1,02af73cc1ef69fdb56fba4c1,Beto-11032022-002,2020-CosineEvol/2022-03-11-Beto-refRepr/block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field.jpg,/targets/02af73cc1ef69fdb56fba4c1.webp,3be60619e5d1ba7a1d6ba1ff0949a6c8b484a2cfdcb01384310c3597637a21bd
Beto-11032022-007#thread000,block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field,resolved,normalized exact,validated repeat-source session,1,02af73cc1ef69fdb56fba4c1,Beto-11032022-002,2020-CosineEvol/2022-03-11-Beto-refRepr/block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field.jpg,/targets/02af73cc1ef69fdb56fba4c1.webp,3be60619e5d1ba7a1d6ba1ff0949a6c8b484a2cfdcb01384310c3597637a21bd
Beto-04042022-004#thread000,Polarcc_03,resolved,normalized exact,validated repeat-source session,1,d78808475e692732ac7777f6,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/Polarcc_03.bmp,/targets/d78808475e692732ac7777f6.webp,25424d76d31e25d3832f435832edc215c42f03977cdaa0389421ad65bfb50666
Beto-04042022-005#thread000,Sinewave_06_225,resolved,normalized exact,validated repeat-source session,1,f2fb255d4410985703335e70,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/Sinewave_06_225.bmp,/targets/f2fb255d4410985703335e70.webp,667526af213bc1c500698b8467c775c5e59d4d0ae21d8941a4225763c2d55277
Beto-04042022-006#thread000,block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field,resolved,normalized exact,validated repeat-source session,1,2185256e104181d2b8864407,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field.jpg,/targets/2185256e104181d2b8864407.webp,3be60619e5d1ba7a1d6ba1ff0949a6c8b484a2cfdcb01384310c3597637a21bd
Beto-04042022-007#thread000,objects-familiar-10,resolved,normalized exact,validated repeat-source session,1,4561557f0965098124b277e3,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/objects-familiar-10.bmp,/targets/4561557f0965098124b277e3.webp,923a1b2423db532c038772e2e7908b73d190d112b9c5f8be38da01f972d52182
Beto-04042022-008#thread000,animals_11_,resolved,normalized exact,validated repeat-source session,1,532df6a8a40d52298e5ef9b7,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/animals_11_.jpg,/targets/532df6a8a40d52298e5ef9b7.webp,e11d044faa8f18f779c2a35b04c2568e37af44b9d28e3e12e4e8544515ddce8e
Beto-04042022-009#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,23425be3535fe6d03e889b14,Beto-04042022-003,2020-CosineEvol/2022-04-04-Beto-refRepr/Grapes_sq.jpg,/targets/23425be3535fe6d03e889b14.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-06042022-003#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,c97bd0346377fc1b299d9610,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/Grapes_sq.jpg,/targets/c97bd0346377fc1b299d9610.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Beto-06042022-004#thread000,Tree-pareidolia-1024x1544,resolved,normalized exact,validated repeat-source session,1,2cce8f2a161eb2a233335f31,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/Tree-pareidolia-1024x1544.jpg,/targets/2cce8f2a161eb2a233335f31.webp,6dc7b5f5f623c5fe4dbf5e36646cf56d4dd4013179a895bd117787994c1e6b8c
Beto-06042022-005#thread000,Tree-pareidolia-1024x1544,resolved,normalized exact,validated repeat-source session,1,2cce8f2a161eb2a233335f31,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/Tree-pareidolia-1024x1544.jpg,/targets/2cce8f2a161eb2a233335f31.webp,6dc7b5f5f623c5fe4dbf5e36646cf56d4dd4013179a895bd117787994c1e6b8c
Beto-06042022-006#thread000,block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field,resolved,normalized exact,validated repeat-source session,1,70e6505d397b76ae5993a46b,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/block119_gen_Chan247plants_15_backup_tex.jpg_receptive_field.jpg,/targets/70e6505d397b76ae5993a46b.webp,3be60619e5d1ba7a1d6ba1ff0949a6c8b484a2cfdcb01384310c3597637a21bd
Beto-06042022-007#thread000,n03530642_1271,resolved,normalized exact,validated repeat-source session,1,66be18a81359ce3150ad796a,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/n03530642_1271.bmp,/targets/66be18a81359ce3150ad796a.webp,6d806ab5a5ec60716afc2980fd962c1614a4f6fcbd69d1389457ac9d032f2fb7
Beto-06042022-009#thread000,Grapes_sq,resolved,normalized exact,validated repeat-source session,1,c97bd0346377fc1b299d9610,Beto-06042022-002,2020-CosineEvol/2022-04-06-Beto-refRepr/Grapes_sq.jpg,/targets/c97bd0346377fc1b299d9610.webp,f1f6916eab7fcd7db33168961cfaa21a6a3ab8de00e0894a78ba944ef31d79e8
Caos-06112023-007#thread000,06,ambiguous-content,normalized exact,same animal-day selectivity sessions,2,,,,,
Caos-06112023-008#thread000,06,ambiguous-content,normalized exact,same animal-day selectivity sessions,2,,,,,
Caos-07112023-005#thread000,evolved,resolved,normalized exact,same animal-day selectivity sessions,1,48d115a02542487c05cb1520,Caos-07112023-004,Selectivity/2023/11-07-Caos-02/evolved.bmp,/targets/48d115a02542487c05cb1520.webp,1aac495792f637b3099cc51a81f4602fe4bd97c9b3164399cc2e6b32dc1c50ae
Caos-07112023-006#thread000,n01774384_495,resolved,normalized exact,same animal-day selectivity sessions,1,caca1e7631cb12c698d86449,Caos-07112023-004,Selectivity/2023/11-07-Caos-02/n01774384_495.JPEG,/targets/caca1e7631cb12c698d86449.webp,961f6447cd50c00137fbd9a4aaa203af0af9880a2e29b78c041323a02c808352
Caos-08112023-006#thread000,toy,resolved,normalized exact,same animal-day selectivity sessions,1,22240335a90b72c1b1017cc5,Caos-08112023-005,Selectivity/2023/11-08-Caos-02/toy.jpg,/targets/22240335a90b72c1b1017cc5.webp,27ca9c025a60f829d854d7e5c193a545e95d015f8d2014fe21e77584233207f9
Caos-08112023-007#thread000,toy,resolved,normalized exact,same animal-day selectivity sessions,1,22240335a90b72c1b1017cc5,Caos-08112023-005,Selectivity/2023/11-08-Caos-02/toy.jpg,/targets/22240335a90b72c1b1017cc5.webp,27ca9c025a60f829d854d7e5c193a545e95d015f8d2014fe21e77584233207f9
Caos-08112023-008#thread000,toy,resolved,normalized exact,same animal-day selectivity sessions,1,22240335a90b72c1b1017cc5,Caos-08112023-005,Selectivity/2023/11-08-Caos-02/toy.jpg,/targets/22240335a90b72c1b1017cc5.webp,27ca9c025a60f829d854d7e5c193a545e95d015f8d2014fe21e77584233207f9
Caos-08112023-009#thread000,toy,resolved,normalized exact,same animal-day selectivity sessions,1,22240335a90b72c1b1017cc5,Caos-08112023-005,Selectivity/2023/11-08-Caos-02/toy.jpg,/targets/22240335a90b72c1b1017cc5.webp,27ca9c025a60f829d854d7e5c193a545e95d015f8d2014fe21e77584233207f9
Caos-09112023-006#thread000,06,ambiguous-content,normalized exact,same animal-day selectivity sessions,2,,,,,
Caos-09112023-007#thread000,monkey (3),ambiguous-content,normalized exact,same animal-day selectivity sessions,2,,,,,
Caos-09112023-008#thread000,n01774384_495,ambiguous-content,normalized exact,same animal-day selectivity sessions,2,,,,,
Caos-10112023-006#thread000,monkeyFace (5),resolved,normalized exact,same animal-day selectivity sessions,1,171bb409bd0c761062766851,Caos-10112023-005,Selectivity/2023/11-10-Caos-01/monkeyFace (5).jpg,/targets/171bb409bd0c761062766851.webp,f2eaa20b6dc0242ecfb818844b5cbfb87e8f975c19790f1159f5a9db0966366b
Caos-10112023-007#thread000,monkeyFace (5),resolved,normalized exact,same animal-day selectivity sessions,1,171bb409bd0c761062766851,Caos-10112023-005,Selectivity/2023/11-10-Caos-01/monkeyFace (5).jpg,/targets/171bb409bd0c761062766851.webp,f2eaa20b6dc0242ecfb818844b5cbfb87e8f975c19790f1159f5a9db0966366b
Caos-16112023-005#thread000,labMembers (1),resolved,normalized exact,same animal-day selectivity sessions,1,2d8578ddb6ad3db04876cbd1,Caos-16112023-004,Selectivity/2023/11-16-Caos-01/labMembers (1).JPG,/targets/2d8578ddb6ad3db04876cbd1.webp,b8786b29d435b6fab01fedf991a0fb16b6a04e4990c8a60ac878bdd6e750a239
Caos-16112023-006#thread000,monkeyFearGrin (3),resolved,normalized exact,same animal-day selectivity sessions,1,528a571e72631521e4bd6359,Caos-16112023-004,Selectivity/2023/11-16-Caos-01/monkeyFearGrin (3).jpg,/targets/528a571e72631521e4bd6359.webp,7dbfdb3d2533df14273dcfae1d00bd41e587d35a1cc367b350aa2ac756ce70f3
Caos-16112023-007#thread000,monkeyFearGrin (3),resolved,normalized exact,same animal-day selectivity sessions,1,528a571e72631521e4bd6359,Caos-16112023-004,Selectivity/2023/11-16-Caos-01/monkeyFearGrin (3).jpg,/targets/528a571e72631521e4bd6359.webp,7dbfdb3d2533df14273dcfae1d00bd41e587d35a1cc367b350aa2ac756ce70f3
Caos-20112023-005#thread000,evolved,resolved,normalized exact,same animal-day selectivity sessions,1,48d115a02542487c05cb1520,Caos-20112023-004,Selectivity/2023/11-07-Caos-02/evolved.bmp,/targets/48d115a02542487c05cb1520.webp,1aac495792f637b3099cc51a81f4602fe4bd97c9b3164399cc2e6b32dc1c50ae
Caos-27112023-005#thread000,fruit (1),resolved,normalized exact,same animal-day selectivity sessions,1,aecc9f09c1b11833b6eb0c9b,Caos-27112023-004,Selectivity/2023/11-27-Caos-01/fruit (1).jpeg,/targets/aecc9f09c1b11833b6eb0c9b.webp,c951a21510aaa48126d292823e4230941d7a17d23f9215c7a9bff2cc79f6056f
Caos-27112023-006#thread000,monkeyMalePerinea (5),resolved,normalized exact,same animal-day selectivity sessions,1,d4c24cc54621e2e9b99cec54,Caos-27112023-004,Selectivity/2023/11-27-Caos-01/monkeyMalePerinea (5).JPG,/targets/d4c24cc54621e2e9b99cec54.webp,69e860baa1d2fe8130a1726e0222bbb3625866a7ab88db7fb0e1c81488f56c68
Caos-28112023-005#thread000,fruit (4),resolved,normalized exact,same animal-day selectivity sessions,1,dfbd52ee9ab8a779e6533305,Caos-28112023-003,Selectivity/2023/11-28-Caos-01/fruit (4).jpg,/targets/dfbd52ee9ab8a779e6533305.webp,92e4c82b8b766af035e97f733cfe934557822e03ba319c9462e2f1190544313a
Caos-28112023-006#thread000,foods_321882_1100,resolved,normalized exact,same animal-day selectivity sessions,1,d0aa09040482ef63b10b3428,Caos-28112023-003,Selectivity/2023/11-28-Caos-01/foods_321882_1100.jpg,/targets/d0aa09040482ef63b10b3428.webp,cf00123acc57fdc4e52bbc4400a2841d6c8be059b07305d83d66ef8816f9e8f8
Caos-04122023-003#thread000,invar_1_flipped,resolved,normalized exact,same animal-day selectivity sessions,1,9d878293352fe4299b4185d7,Caos-04122023-002,Selectivity/2023/12-04-Caos-01/invar_1_flipped.JPEG,/targets/9d878293352fe4299b4185d7.webp,fa60a8eb38c440831bc2bdb99f7a02656f2574f941b233c5a0c2ad10056abb17
Caos-04122023-004#thread000,invar_1_flipped,resolved,normalized exact,same animal-day selectivity sessions,1,9d878293352fe4299b4185d7,Caos-04122023-002,Selectivity/2023/12-04-Caos-01/invar_1_flipped.JPEG,/targets/9d878293352fe4299b4185d7.webp,fa60a8eb38c440831bc2bdb99f7a02656f2574f941b233c5a0c2ad10056abb17
Caos-12062023-006#thread000,monkeyFace (1),resolved,normalized exact,same animal-day selectivity sessions,1,2ed952be48e9e020abc97f6a,Caos-12062023-005,Selectivity/2023/12-06-Caos-01/monkeyFace (1).jpg,/targets/2ed952be48e9e020abc97f6a.webp,5e981d0dd7fd8aeea7676443590d238adbd272d4918e6a0168264f115eb556c3
Caos-12062023-007#thread000,monkeyFace (1),resolved,normalized exact,same animal-day selectivity sessions,1,2ed952be48e9e020abc97f6a,Caos-12062023-005,Selectivity/2023/12-06-Caos-01/monkeyFace (1).jpg,/targets/2ed952be48e9e020abc97f6a.webp,5e981d0dd7fd8aeea7676443590d238adbd272d4918e6a0168264f115eb556c3
Caos-12062023-008#thread000,ecoset_33,resolved,normalized exact,same animal-day selectivity sessions,1,026fd31743d12c7bb887bc4d,Caos-12062023-005,Selectivity/2023/12-06-Caos-01/ecoset_33.JPEG,/targets/026fd31743d12c7bb887bc4d.webp,a8239c5152c1f49b62d169ffa6c8579f89ef63b47f291e6a3d47ab46602c73d8
Caos-12072023-007#thread000,monkeyFemalePerinea (2),resolved,normalized exact,same animal-day selectivity sessions,1,c7c0e69d19f8445cce845dfe,Caos-12072023-006,Selectivity/2023/12-07-Caos-01/monkeyFemalePerinea (2).jpg,/targets/c7c0e69d19f8445cce845dfe.webp,7405fafdce5506a7c53d91e924217ae8294ed3665be53c6bda81732d1f603f8b
Caos-12072023-008#thread000,monkeyFearGrin (4),resolved,normalized exact,same animal-day selectivity sessions,1,dd302158b9d3b852620f9432,Caos-12072023-006,Selectivity/2023/12-07-Caos-01/monkeyFearGrin (4).jpg,/targets/dd302158b9d3b852620f9432.webp,be00e8c7d72359924073782facde1271ec3fd30b21b50278e63a7c24417b8c3a
Caos-12082023-006#thread000,imagenet_83,resolved,normalized exact,same animal-day selectivity sessions,1,9929589916e4beb83195d1ce,Caos-12082023-005,Selectivity/2023/12-08-Caos-01/imagenet_83.JPEG,/targets/9929589916e4beb83195d1ce.webp,731a89ba3a616fd4f3c7e648da3dbeb481b3f247e5290f79bce649ed2da8acb0
Caos-12082023-007#thread000,imagenet_35,resolved,normalized exact,same animal-day selectivity sessions,1,e0084f66f8cc9dd78b867b75,Caos-12082023-005,Selectivity/2023/12-08-Caos-01/imagenet_35.JPEG,/targets/e0084f66f8cc9dd78b867b75.webp,93bae50423c2b2ec51ecaa7d46a5ba89755a9619b4aa47eb9d76db8f9f1b6fbe
Caos-12082023-008#thread000,tribar_02_270,resolved,normalized exact,same animal-day selectivity sessions,1,ae2941815139d83fb27a575f,Caos-12082023-005,Selectivity/2023/12-08-Caos-01/tribar_02_270.bmp,/targets/ae2941815139d83fb27a575f.webp,bb5ae6d3083e568ada8417dcf20c54406ee48f480d31fe8bf85331da71cf3018
Caos-12112023-006#thread000,humans_pic_03,resolved,normalized exact,same animal-day selectivity sessions,1,3171569591fd6542d84b48c3,Caos-12112023-005,Selectivity/2023/12-11-Caos-01/humans_pic_03.jpg,/targets/3171569591fd6542d84b48c3.webp,66ab6eff9840299b1aa8d7ce10d23562e4feeb3ced47441684404278ba791739
Caos-12112023-007#thread000,objects-familiar-15,resolved,normalized exact,same animal-day selectivity sessions,1,955dad035b3422dc6379c02e,Caos-12112023-005,Selectivity/2023/12-11-Caos-01/objects-familiar-15.jpg,/targets/955dad035b3422dc6379c02e.webp,07d6102516d8683893d02075f14055414daa970e5556b5b51d498d555e4f7abc
Caos-12112023-008#thread000,foods_20190719-140436-blackberry_79345,resolved,normalized exact,same animal-day selectivity sessions,1,8d249e9696386bb01f09d855,Caos-12112023-005,Selectivity/2023/12-11-Caos-01/foods_20190719-140436-blackberry_79345.jpg,/targets/8d249e9696386bb01f09d855.webp,5fe83d44b3707e5f60a37b64b77de998f3efc941fec1b9c4359ad831ef42c30e
Caos-12112023-009#thread000,n07753113_396,resolved,normalized exact,same animal-day selectivity sessions,1,6d2aaf2ef80d069f035676f1,Caos-12112023-005,Selectivity/2023/12-11-Caos-01/n07753113_396.JPEG,/targets/6d2aaf2ef80d069f035676f1.webp,c0580c1d159d29905980e9a4abf407c8bbb4fbd442b6c60c931f37ac07d3ba02
Caos-12122023-006#thread000,n04604644_15093,resolved,normalized exact,same animal-day selectivity sessions,1,90c2196884fd7452504a2a18,Caos-12122023-005,Selectivity/2023/12-12-Caos-01/n04604644_15093.JPEG,/targets/90c2196884fd7452504a2a18.webp,04de38948db3643302c2cb483fd2c42476d5d80478a5f34eb0d1d9f4ce935ab8
Caos-12122023-007#thread000,pic_007_original,resolved,normalized exact,same animal-day selectivity sessions,1,c95af6ae25b77e44cfa35c46,Caos-12122023-005,Selectivity/2023/12-12-Caos-01/pic_007_original.bmp,/targets/c95af6ae25b77e44cfa35c46.webp,23df3d6c28cc189a3468cebd29cdacfa99fce9f20326fde45bcecd0bae5f82d5
Caos-12122023-008#thread000,foods_carrots-table_popidar-ss,resolved,normalized exact,same animal-day selectivity sessions,1,c0bc6a961b04d939dd29acd7,Caos-12122023-005,Selectivity/2023/12-12-Caos-01/foods_carrots-table_popidar-ss.jpg,/targets/c0bc6a961b04d939dd29acd7.webp,32f715ce812a51ff5bf501bc22842a530fbd017239163531fa5796ce9d84b48b
Caos-12142023-009#thread000,n03063599_3679,resolved,normalized exact,same animal-day selectivity sessions,1,1ddd98cf2aca9b9ed8beb632,Caos-12142023-008,Selectivity/2023/12-14-Caos-01/n03063599_3679.JPEG,/targets/1ddd98cf2aca9b9ed8beb632.webp,eaf9186fece07798723f5ff7269e9ab85acec74963158f77109b751f87aad44b
Caos-12142023-010#thread000,n03063599_3679,resolved,normalized exact,same animal-day selectivity sessions,1,1ddd98cf2aca9b9ed8beb632,Caos-12142023-008,Selectivity/2023/12-14-Caos-01/n03063599_3679.JPEG,/targets/1ddd98cf2aca9b9ed8beb632.webp,eaf9186fece07798723f5ff7269e9ab85acec74963158f77109b751f87aad44b
Caos-12142023-011#thread000,n03063599_3679,resolved,normalized exact,same animal-day selectivity sessions,1,1ddd98cf2aca9b9ed8beb632,Caos-12142023-008,Selectivity/2023/12-14-Caos-01/n03063599_3679.JPEG,/targets/1ddd98cf2aca9b9ed8beb632.webp,eaf9186fece07798723f5ff7269e9ab85acec74963158f77109b751f87aad44b
Caos-12152023-006#thread000,monkeys_10,resolved,normalized exact,same animal-day selectivity sessions,1,f8364a8a6435f3a2f8e8446b,Caos-12152023-005,Selectivity/2023/12-15-Caos-01/monkeys_10.jpg,/targets/f8364a8a6435f3a2f8e8446b.webp,2c93a837e56092ab2211b0a3c04ae8b061e154122a5191da584c687d4ae7d630
Caos-12152023-007#thread000,P1030870,resolved,normalized exact,same animal-day selectivity sessions,1,bbe22c2adb134c372be4f9af,Caos-12152023-005,Selectivity/2023/12-15-Caos-01/P1030870.JPG,/targets/bbe22c2adb134c372be4f9af.webp,40e1650812a0b97e80273e59662ad77e192c5c081eb6e4ed777214abf4b4030f
Caos-12152023-008#thread000,monkeys_40,resolved,normalized exact,same animal-day selectivity sessions,1,81e19a8e4e8a529643098263,Caos-12152023-005,Selectivity/2023/12-15-Caos-01/monkeys_40.jpg,/targets/81e19a8e4e8a529643098263.webp,4b169034820e61116ae27bfe7c9aeaa8d50f69d46dc6deb8370cf889e0dd44bb
Caos-12182023-006#thread000,n03131574_63319,resolved,normalized exact,same animal-day selectivity sessions,1,fab8801c93080c59d3a7e61c,Caos-12182023-005,Selectivity/2023/12-18-Caos-01/n03131574_63319.JPEG,/targets/fab8801c93080c59d3a7e61c.webp,69dec60947a69e966ec36ba00ab090ec3fd0594ce4ed38c4b1072cfc155cadf6
Caos-12182023-007#thread000,P1010460,resolved,normalized exact,same animal-day selectivity sessions,1,a1fbf7a63b5c2cab8a351de1,Caos-12182023-005,Selectivity/2023/12-18-Caos-01/P1010460.JPG,/targets/a1fbf7a63b5c2cab8a351de1.webp,12507f85e1b57ac01f96a8baaf6491c43783d1437ca31541476db598f4a662e2
